OutputArea,All people aged 16 and over in employment the week before the census (including full-time students if they gave a work address as the address they primarily travel to for work or study),Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S00160102,61,24,-,22,6,-,2,-,-,2,1
S00160103,35,9,5,8,7,2,-,-,-,-,4
S00160104,54,20,2,7,12,2,1,-,1,-,5
S00160105,56,16,2,17,11,2,3,1,-,-,8
S00160106,29,10,5,2,2,2,-,-,-,1,5
S00160107,42,17,3,4,9,-,-,-,2,-,6
S00160108,58,10,8,18,4,5,-,-,-,-,11
S00160109,21,5,2,3,2,2,-,-,-,-,8
S00160110,35,13,1,3,5,2,2,-,-,-,7
S00160111,22,8,3,5,4,-,-,-,-,2,3
S00160112,22,6,3,6,1,4,-,-,-,-,4
S00160113,71,27,5,9,12,6,2,-,-,-,13
S00160114,51,16,1,12,-,5,3,-,-,-,9
S00160115,91,27,7,23,5,8,2,-,2,3,18
S00160116,30,9,5,9,3,2,-,-,-,-,5
S00160117,53,11,7,15,4,3,1,-,-,-,6
S00160118,56,13,4,8,15,2,-,-,-,-,13
S00160119,57,26,3,6,12,-,5,-,-,1,4
S00160120,28,12,4,4,2,-,-,1,-,-,4
S00160121,20,2,4,-,5,2,-,-,-,-,1
S00160122,46,8,3,11,11,1,-,1,-,-,10
S00160123,54,11,6,7,7,14,-,-,-,-,7
S00160124,82,32,5,19,12,2,-,-,1,2,9
S00160125,56,17,6,7,12,-,4,-,-,-,12
S00160126,80,19,4,8,15,11,6,-,6,-,15
S00160127,47,8,1,5,9,6,2,2,-,-,10
S00160128,61,17,-,15,13,5,-,-,1,-,17
S00160129,59,20,3,9,10,-,3,-,-,-,13
S00160130,41,12,5,12,4,1,1,-,-,-,9
S00160131,22,10,4,3,1,1,1,-,-,-,1
S00160132,70,19,-,8,20,8,1,-,-,-,12
S00160133,55,13,2,8,11,7,-,1,-,1,9
S00160134,78,26,4,2,20,16,2,1,-,1,9
S00160135,48,17,3,6,8,1,-,-,-,-,11
S00160136,57,17,3,4,11,8,2,-,1,-,7
S00160137,36,10,4,3,5,-,-,-,-,-,9
S00160138,75,36,4,16,7,6,-,-,1,-,11
S00160139,100,36,4,6,13,26,1,1,-,2,13
S00160140,37,11,4,6,1,1,-,-,-,-,11
S00160141,43,12,3,5,5,6,-,1,-,-,9
S00160142,44,14,3,4,8,3,-,-,-,1,11
S00160143,57,30,3,7,4,1,3,-,-,-,10
S00160144,26,2,4,8,1,2,-,-,1,-,9
S00160145,49,10,4,11,9,8,-,2,-,1,7
S00160146,64,23,1,20,3,3,1,3,1,-,12
S00160147,33,11,2,7,1,2,-,1,-,-,8
S00160148,31,15,1,10,3,1,-,2,-,-,2
S00160149,36,12,-,8,3,5,-,-,1,-,8
S00160150,81,33,1,9,16,5,6,1,1,-,9
S00160151,50,8,2,14,6,4,-,-,-,5,8
S00160152,72,24,13,11,9,3,2,-,1,1,8
S00160153,72,22,5,1,12,8,2,2,3,1,13
S00160154,64,21,4,8,14,4,2,-,-,-,15
S00160155,74,23,1,20,7,7,-,2,-,-,11
S00160156,90,22,9,19,8,6,-,3,-,1,19
S00160157,62,19,5,6,13,7,1,-,-,2,8
S00160158,46,14,4,1,5,15,-,-,1,1,8
S00160159,57,19,5,14,9,-,2,-,-,-,5
S00160160,60,25,5,12,5,4,-,2,-,3,5
S00160161,74,33,1,14,13,8,-,-,-,-,6
S00160162,74,28,5,11,10,4,-,2,-,3,10
S00160163,94,38,14,20,7,6,1,-,1,2,8
S00160164,54,26,4,9,1,2,1,1,1,-,8
S00160165,62,25,6,15,4,1,-,-,-,1,10
S00160166,50,14,4,3,10,9,2,-,-,-,8
S00160167,42,17,-,3,7,4,-,-,-,-,11
S00160168,58,23,-,7,11,10,-,-,-,-,7
S00160169,28,11,4,4,5,-,-,-,1,-,3
S00160170,44,10,1,8,10,8,-,-,-,1,5
S00160171,34,14,1,3,8,4,-,1,-,-,4
S00160172,54,12,8,9,14,6,-,1,-,1,6
S00160173,15,3,2,3,3,-,-,-,-,-,1
S00160174,31,9,4,4,4,4,-,-,1,-,2
S00160175,69,26,3,2,14,11,-,-,-,-,13
S00160176,34,11,2,3,10,1,-,-,-,-,5
S00160177,23,6,-,5,5,2,-,-,-,-,6
S00160178,64,20,4,17,12,2,3,-,-,1,8
S00160179,47,12,2,4,10,5,-,-,-,-,14
S00160180,114,41,1,8,16,17,3,1,3,1,22
S00160181,28,6,4,8,3,5,-,2,-,1,6
S00160182,32,18,4,4,-,2,-,-,-,-,6
S00160183,36,3,3,7,8,-,-,-,-,-,15
S00160184,43,12,3,14,5,2,-,-,1,-,6
S00160185,53,16,2,9,9,9,-,-,-,-,5
S00160186,15,4,-,7,1,-,-,-,-,-,1
S00160187,46,16,5,15,5,1,-,1,2,-,3
S00160188,64,23,1,10,12,7,-,-,-,-,12
S00160189,47,17,2,2,17,4,-,-,-,-,6
S00160190,34,8,1,-,10,5,-,-,-,-,6
S00160191,21,6,3,6,2,-,-,-,-,-,-
S00160192,63,18,5,20,3,3,-,1,-,-,14
S00160193,91,24,-,28,10,6,3,3,3,5,10
S00160194,72,33,4,18,1,2,-,1,1,4,10
S00160195,85,24,6,19,5,4,2,5,2,2,18
S00160196,38,13,1,8,4,4,-,2,1,-,7
S00160197,48,18,1,4,9,1,1,-,-,-,10
S00160198,41,12,1,8,13,4,-,-,-,-,4
S00160199,39,12,-,4,4,10,-,2,4,-,3
S00160200,54,11,15,14,2,2,-,-,1,-,6
S00160201,32,10,4,6,7,-,-,-,-,-,8
S00160202,64,24,3,15,6,6,1,1,-,-,8
S00160203,34,12,2,12,-,-,-,-,-,2,6
S00160204,36,9,1,3,-,7,1,3,-,-,12
S00160205,83,32,8,15,6,5,-,-,-,1,13
S00160206,58,13,-,12,9,9,-,-,-,2,13
S00160207,20,6,2,4,2,1,1,-,-,-,3
S00160208,51,28,2,6,7,3,1,-,-,-,8
S00160209,30,4,7,8,1,3,-,-,-,-,7
S00160210,25,11,3,4,1,-,-,-,-,-,7
S00160211,76,31,9,18,4,-,-,-,-,-,9
S00160212,35,7,1,4,11,5,1,2,-,-,10
S00160213,53,16,2,5,15,9,-,2,-,2,6
S00160214,40,13,-,15,1,3,-,-,2,-,4
S00160215,61,23,4,9,3,2,-,-,2,-,14
S00160216,45,11,4,10,3,5,1,1,1,1,8
S00160217,49,11,-,5,12,4,1,-,-,-,15
S00160218,84,40,8,18,9,2,-,-,2,2,10
S00160219,86,31,-,11,13,7,5,1,-,1,18
S00160220,45,19,2,7,3,4,-,1,-,-,9
S00160221,48,19,4,6,5,7,-,-,1,-,9
S00160222,56,22,-,9,12,6,1,1,1,-,2
S00160223,67,24,8,14,8,3,-,-,-,-,13
S00160224,91,39,3,19,7,3,3,3,-,-,9
S00160225,47,19,3,12,3,-,-,-,1,4,4
S00160226,45,20,3,6,5,2,1,-,-,-,8
S00160227,31,6,1,6,6,3,-,-,-,-,8
S00160228,44,10,1,11,9,4,2,-,-,-,8
S00160229,45,15,3,6,8,3,-,-,1,-,9
S00160230,41,12,4,9,7,2,-,-,1,-,5
S00160231,66,19,6,27,3,4,-,1,-,-,1
S00160232,66,21,3,7,16,8,-,-,2,1,9
S00160233,16,6,-,1,7,-,-,-,-,-,-
S00160234,46,14,7,11,7,1,-,-,2,1,3
S00160235,32,14,1,5,4,-,-,1,-,-,6
S00160236,45,17,-,4,11,5,2,-,-,1,6
S00160237,30,10,3,5,2,3,1,-,-,-,4
S00160238,33,7,5,7,6,1,-,1,-,1,5
S00160239,71,18,-,16,10,9,2,-,-,-,13
S00160240,38,12,7,9,1,3,1,-,-,-,7
S00160241,41,10,3,2,11,4,2,-,-,-,10
S00160242,85,28,3,23,10,6,1,3,-,1,10
S00160243,31,10,1,6,6,8,-,-,-,-,2
S00160244,60,19,6,5,14,2,-,-,-,-,12
S00160245,35,11,6,4,7,2,-,-,-,-,7
S00160246,33,8,-,10,11,4,-,1,-,-,1
S00160247,31,9,3,5,2,3,-,-,-,2,7
S00160248,45,13,5,2,11,7,-,-,-,-,5
S00160249,29,10,4,13,3,2,-,1,-,-,4
S00160250,21,11,3,5,-,1,-,-,-,-,2
S00160251,47,21,4,7,7,-,-,-,2,-,2
S00160252,29,2,3,8,4,2,-,-,-,-,7
S00160253,66,17,6,15,15,5,2,2,-,1,5
S00160254,19,7,2,-,1,-,-,-,-,-,8
S00160255,47,17,1,5,7,3,-,2,-,1,8
S00160256,40,14,2,1,8,2,-,-,1,-,9
S00160257,29,5,1,4,4,8,1,-,-,-,7
S00160258,60,19,3,6,19,1,1,-,-,-,9
S00160259,28,14,-,7,-,4,-,-,-,-,4
S00160260,49,18,-,10,6,6,2,1,-,-,8
S00160261,16,6,-,1,1,1,1,-,-,-,4
S00160262,33,7,-,6,11,4,4,-,-,-,-
S00160263,36,10,2,3,7,7,-,1,1,-,4
S00160264,23,6,1,5,8,-,-,-,-,-,5
S00160265,48,9,1,5,11,4,3,2,1,-,11
S00160266,87,32,2,30,1,1,2,1,3,-,13
S00160267,75,19,2,10,13,5,2,2,1,2,16
S00160268,26,12,-,5,7,3,-,-,-,-,4
S00160269,36,10,5,11,6,2,-,-,2,-,4
S00160270,40,16,1,3,12,-,-,-,2,1,3
S00160271,33,11,3,8,5,3,-,1,-,-,3
S00160272,49,8,4,8,12,2,-,-,-,-,11
S00160273,30,12,4,8,1,-,-,-,1,-,3
S00160274,47,16,3,12,4,5,-,1,-,-,6
S00160275,54,20,4,8,11,4,4,-,-,-,6
S00160276,22,8,-,5,4,1,-,-,-,-,4
S00160277,31,7,2,12,1,6,-,-,-,-,3
S00160278,57,13,5,7,14,4,1,-,-,1,11
S00160279,58,25,2,15,4,2,-,-,-,-,9
S00160280,40,15,4,5,6,1,-,-,-,-,6
S00160281,46,7,4,16,7,2,1,-,-,3,8
S00160282,53,10,2,14,13,-,2,-,-,1,15
S00160283,24,11,2,6,1,-,-,2,-,-,2
S00160284,42,9,5,10,4,2,1,-,-,-,8
S00160285,26,10,3,7,1,4,-,-,-,-,2
S00160286,24,8,2,4,3,-,-,-,-,-,8
S00160287,86,35,4,31,2,-,-,-,-,4,10
S00160288,36,17,2,9,6,4,-,-,1,-,4
S00160289,98,34,5,5,19,18,1,-,-,1,16
S00160290,63,26,4,4,17,4,-,-,-,-,7
S00160291,49,18,1,13,2,5,1,1,-,1,7
S00160292,35,17,2,12,1,1,-,-,-,-,3
S00160293,47,13,4,4,13,4,-,-,-,-,9
S00160294,31,15,5,7,2,2,-,-,-,-,2
S00160295,26,3,1,9,6,3,-,-,-,-,5
S00160296,34,9,1,5,6,2,1,1,-,-,7
S00160297,53,22,3,12,4,5,-,1,-,-,6
S00160298,92,32,9,17,12,7,-,-,1,-,8
S00160299,74,39,3,18,6,4,-,-,1,2,5
S00160300,32,4,4,13,1,3,-,-,-,-,3
S00160301,41,14,5,8,1,6,-,-,-,1,7
S00160302,84,31,4,19,11,4,2,1,-,3,10
S00160303,31,7,-,4,4,2,-,-,-,-,7
S00160304,47,18,1,10,12,2,-,-,-,-,6
S00160305,30,8,1,3,8,8,-,-,-,-,2
S00160306,43,18,4,5,4,2,-,-,-,-,8
S00160307,80,30,6,17,6,7,1,3,-,-,9
S00160308,42,12,3,13,2,3,-,-,-,-,9
S00160309,43,16,2,20,-,2,-,-,-,-,5
S00160310,26,7,4,8,7,-,-,-,-,-,2
S00160311,67,29,1,14,12,3,2,1,-,-,10
S00160312,45,15,9,7,2,2,1,-,-,1,6
S00160313,32,15,6,3,1,1,-,-,-,-,9
S00160314,52,15,7,7,13,2,-,-,-,-,9
S00160315,43,14,6,7,3,4,-,1,-,-,6
S00160316,89,23,8,20,5,10,-,2,1,1,19
S00160317,36,16,-,5,6,4,-,-,-,-,6
S00160318,121,39,-,15,21,16,4,3,2,-,17
S00160319,59,18,4,7,7,8,-,2,-,-,9
S00160320,35,8,3,5,8,6,-,-,-,-,6
S00160321,82,27,3,13,19,5,-,-,2,-,13
S00160322,47,24,1,6,10,-,-,-,-,-,5
S00160323,32,10,1,9,6,-,-,1,-,-,5
S00160324,47,12,-,5,13,5,-,2,2,-,7
S00160325,21,10,-,3,-,-,-,-,-,-,6
S00160326,45,7,7,10,11,3,-,-,-,-,5
S00160327,32,12,2,7,4,1,1,-,-,-,5
S00160328,41,17,1,12,6,3,-,1,-,-,1
S00160329,60,13,7,6,7,6,-,2,-,-,17
S00160330,44,19,5,6,4,3,-,-,-,-,6
S00160331,37,12,1,7,4,2,-,-,-,1,9
S00160332,19,4,-,4,7,1,-,-,-,-,3
S00160333,45,18,3,14,3,-,-,-,-,2,6
S00160334,50,26,-,11,2,4,-,-,-,-,6
S00160335,36,6,5,6,6,2,-,2,-,-,9
S00160336,28,8,1,8,4,5,-,-,2,-,5
S00160337,72,26,2,12,18,4,1,-,-,-,7
S00160338,41,13,4,8,7,5,-,-,-,-,11
S00160339,58,17,4,10,12,4,2,-,1,1,6
S00160340,46,10,5,14,3,2,1,-,-,-,10
S00160341,41,17,1,11,7,-,-,-,-,-,8
S00160342,31,8,3,4,8,-,1,-,-,-,7
S00160343,68,20,2,8,20,4,-,1,1,4,14
S00160344,36,13,2,5,9,4,-,-,-,-,3
S00160345,59,16,5,5,20,4,2,2,-,-,9
S00160346,31,6,3,10,3,1,3,-,-,1,5
S00160347,49,11,4,5,10,6,-,-,-,-,13
S00160348,43,10,2,5,9,4,-,-,1,1,11
S00160349,38,14,2,8,7,3,-,2,-,-,3
S00160350,68,19,8,6,17,9,-,1,-,-,12
S00160351,40,10,5,3,10,3,1,-,-,-,8
S00160352,57,16,3,17,5,2,3,1,1,-,8
S00160353,42,26,-,1,11,6,1,-,1,-,5
S00160354,63,17,3,15,13,3,1,-,-,-,8
S00160355,41,9,6,10,2,2,-,-,-,1,10
S00160356,37,6,2,5,10,4,2,-,-,-,5
S00160357,93,26,4,10,20,18,-,3,1,-,8
S00160358,60,26,-,14,10,1,-,-,-,-,8
S00160359,52,25,1,10,9,2,-,1,-,-,8
S00160360,60,23,3,17,4,2,-,2,-,2,10
S00160361,21,7,2,4,1,-,4,-,-,-,5
S00160362,58,15,9,10,4,5,1,1,-,1,15
S00160363,62,17,4,13,11,2,-,1,1,-,12
S00160364,61,19,4,10,2,7,-,-,-,1,18
S00160365,35,10,3,1,9,3,-,-,1,-,6
S00160366,50,13,1,5,10,13,-,-,2,-,6
S00160367,101,23,5,25,10,11,-,1,3,1,17
S00160368,44,13,1,6,11,5,-,1,-,-,7
S00160369,47,17,1,15,-,2,-,-,-,1,7
S00160370,22,7,4,1,4,4,-,-,-,-,4
S00160371,23,10,-,3,4,-,-,-,-,1,3
S00160372,63,14,3,16,16,6,-,-,-,-,13
S00160373,85,30,6,26,8,4,2,1,-,1,12
S00160374,28,10,2,3,4,2,-,-,-,-,9
S00160375,30,10,-,1,4,3,-,-,-,-,9
S00160376,75,20,2,17,16,6,-,1,-,-,10
S00160377,80,22,4,12,20,6,2,-,-,-,13
S00160378,74,29,1,6,13,13,1,-,-,3,7
S00160379,63,21,8,5,15,4,-,-,-,1,12
S00160380,47,19,2,7,5,3,1,-,-,-,9
S00160381,34,13,3,4,-,-,-,4,1,-,8
S00160382,55,25,8,5,6,-,1,2,-,-,9
S00160383,58,8,5,16,14,-,1,2,1,-,12
S00160384,51,19,11,8,2,7,-,-,-,-,6
S00160385,16,7,1,4,1,1,-,-,-,-,2
S00160386,35,12,-,11,7,-,-,-,-,-,3
S00160387,30,10,4,7,4,-,-,-,-,-,5
S00160388,128,45,-,11,22,29,3,-,-,-,21
S00160389,81,37,1,17,11,5,4,-,-,1,7
S00160390,41,8,3,5,5,3,-,-,1,3,6
S00160391,32,12,1,5,6,-,-,-,-,1,5
S00160392,47,14,1,18,2,5,-,1,-,-,6
S00160393,88,29,3,13,17,11,-,-,-,2,15
S00160394,50,21,-,13,4,2,-,1,-,-,2
S00160395,29,13,-,6,1,2,2,1,1,1,7
S00160396,30,11,4,7,-,-,-,-,-,-,10
S00160397,87,25,5,8,22,3,1,-,1,2,13
S00160398,61,25,9,10,7,3,-,2,-,2,5
S00160399,38,18,3,4,9,1,-,-,-,-,2
S00160400,39,6,5,5,8,6,-,-,-,-,6
S00160401,44,8,4,9,6,5,-,-,-,-,11
S00160402,44,16,2,7,8,4,-,2,-,-,4
S00160403,72,20,9,15,4,6,-,1,-,-,12
S00160404,69,24,4,13,12,1,2,-,-,1,9
S00160405,35,16,-,13,2,-,2,-,-,-,1
S00160406,45,12,1,17,5,2,-,-,1,1,5
S00160407,71,33,-,16,11,3,1,-,-,-,10
S00160408,71,22,7,9,14,3,2,-,-,1,12
S00160409,79,27,2,23,4,4,-,-,-,2,14
S00160410,46,11,2,11,12,1,4,-,-,-,7
S00160411,57,22,1,12,4,5,-,-,-,-,16
S00160412,77,18,5,16,16,4,-,-,2,2,16
S00160413,68,35,-,7,6,4,2,3,-,2,4
S00160414,80,29,3,9,11,8,-,-,2,1,15
S00160415,51,18,1,9,6,5,-,1,-,-,9
S00160416,52,16,4,10,11,1,1,1,-,-,8
S00160417,50,17,-,10,6,4,2,-,1,-,9
S00160418,10,4,-,1,2,1,-,-,-,-,2
S00160419,38,7,6,7,8,3,-,-,-,1,7
S00160420,109,42,3,14,21,10,2,1,-,-,18
S00160421,13,4,2,1,7,1,-,-,-,-,1
S00160422,54,19,1,8,5,-,-,1,-,2,14
S00160423,41,6,-,6,6,7,-,-,-,1,13
S00160424,72,27,7,9,13,8,-,1,-,1,9
S00160425,57,14,2,13,4,8,-,-,1,-,14
S00160426,111,43,5,17,15,14,-,-,2,1,16
S00160427,30,7,-,7,3,2,-,1,-,-,5
S00160428,32,16,4,10,-,1,1,-,-,-,2
S00160429,60,29,-,9,2,4,2,-,-,3,9
S00160430,32,7,2,8,5,2,2,-,-,-,5
S00160431,35,6,1,12,11,3,1,-,-,-,4
S00160432,53,21,5,10,1,-,-,-,-,2,12
S00160433,96,26,2,19,7,8,1,4,1,1,27
S00160434,64,23,2,5,14,3,-,1,-,1,7
S00160435,22,5,3,6,2,-,-,1,-,1,4
S00160436,37,11,3,10,8,3,-,-,-,-,2
S00160437,72,25,1,11,17,6,3,-,-,-,7
S00160438,54,9,2,10,8,4,-,-,1,-,11
S00160439,26,4,-,5,6,1,-,1,2,-,7
S00160440,31,8,1,3,6,3,-,-,-,1,7
S00160441,40,9,2,11,3,2,-,-,-,-,9
S00160442,58,18,3,9,14,2,-,-,2,2,6
S00160443,64,13,3,20,17,4,-,2,-,-,6
S00160444,32,13,-,5,6,4,-,-,-,-,4
S00160445,62,18,2,10,14,6,3,-,-,1,7
S00160446,32,14,1,6,5,-,-,1,-,-,4
S00160447,34,10,4,1,7,8,-,-,-,-,7
S00160448,26,8,4,6,3,-,-,-,-,-,5
S00160449,61,13,3,17,9,3,-,-,-,2,11
S00160450,26,19,-,-,5,3,-,-,-,-,3
S00160451,27,9,3,2,-,7,-,-,1,-,4
S00160452,38,10,1,4,8,2,2,2,2,-,7
S00160453,128,46,2,4,14,33,1,3,5,-,23
S00160454,22,5,2,5,4,2,-,-,-,-,6
S00160455,56,24,4,13,2,4,-,1,-,1,10
S00160456,49,12,4,7,11,9,-,-,-,-,8
S00160457,32,9,-,5,10,1,-,-,-,1,7
S00160458,62,26,1,16,5,2,-,1,-,2,9
S00160459,57,20,2,11,6,5,2,-,-,1,8
S00160460,25,8,3,2,5,1,-,-,1,-,1
S00160461,22,10,3,2,4,1,-,-,-,-,8
S00160462,24,10,3,1,1,3,-,2,-,-,4
S00160463,38,13,7,8,8,1,2,-,-,-,1
S00160464,49,15,3,8,14,4,-,-,-,1,5
S00160465,54,19,-,24,2,-,-,-,-,2,9
S00160466,44,13,5,11,5,3,-,1,1,-,5
S00160467,50,17,-,11,3,1,1,-,-,-,17
S00160468,55,12,2,9,12,9,1,-,1,1,8
S00160469,15,4,-,4,5,-,-,-,-,-,1
S00160470,57,14,3,9,14,6,-,2,3,-,7
S00160471,29,8,3,4,7,4,-,-,2,-,2
S00160472,51,16,1,2,8,9,-,4,-,-,10
S00160473,50,17,-,3,15,3,1,-,1,-,8
S00160474,48,23,-,6,5,2,4,4,2,1,6
S00160475,37,10,2,4,5,7,-,3,-,-,7
S00160476,52,14,2,12,11,2,-,-,-,2,10
S00160477,42,11,2,10,5,2,1,-,-,1,10
S00160478,27,10,4,-,1,-,1,-,-,2,6
S00160479,36,10,6,10,4,1,-,-,-,-,6
S00160480,14,5,1,3,1,2,-,-,-,-,2
S00160481,67,28,1,6,19,4,2,-,-,-,10
S00160482,42,15,4,7,6,1,-,-,-,-,9
S00160483,43,10,3,12,4,1,-,-,1,1,11
S00160484,62,29,5,20,5,2,-,1,-,-,2
S00160485,37,10,3,2,6,8,-,1,-,-,3
S00160486,64,24,2,13,8,5,1,2,-,1,8
S00160487,26,9,2,5,6,-,1,-,-,-,6
S00160488,59,25,4,9,12,3,-,-,-,2,1
S00160489,36,12,1,8,6,8,-,-,1,-,6
S00160490,15,6,-,2,2,2,-,-,-,1,3
S00160491,58,15,4,15,11,2,-,-,-,1,11
S00160492,53,25,4,8,10,-,3,-,-,-,6
S00160493,60,22,7,11,-,4,-,4,4,1,8
S00160494,101,29,7,14,13,20,3,-,2,-,13
S00160495,12,4,2,-,-,-,-,1,-,-,4
S00160496,42,18,1,11,6,2,-,-,-,1,1
S00160497,89,26,2,22,8,10,1,2,1,2,12
S00160498,34,11,5,6,7,3,-,-,-,-,7
S00160499,80,34,4,14,10,5,-,-,1,-,12
S00160500,81,32,6,12,3,5,4,4,-,-,13
S00160501,52,20,3,17,2,-,1,2,-,-,7
S00160502,35,7,5,9,2,4,-,-,-,-,8
S00160503,62,19,6,15,7,-,-,1,-,1,16
S00160504,25,7,4,3,7,2,-,-,-,-,5
S00160505,45,15,1,4,10,5,-,-,-,-,8
S00160506,68,16,7,14,8,5,-,-,-,-,15
S00160507,49,11,1,3,17,6,2,-,-,-,6
S00160508,40,16,-,2,7,3,-,-,-,-,10
S00160509,39,10,3,5,8,4,-,-,-,-,7
S00160510,26,10,2,3,5,1,2,-,-,-,5
S00160511,34,9,2,4,9,-,-,-,-,-,8
S00160512,46,21,1,5,5,-,-,-,1,4,8
S00160513,46,15,1,3,8,7,3,1,1,-,6
S00160514,135,48,1,9,26,23,3,5,4,2,16
S00160515,36,12,1,3,11,-,-,-,-,-,8
S00160516,30,9,1,6,6,4,-,-,-,-,6
S00160517,32,9,4,4,8,4,1,-,-,-,8
S00160518,60,18,8,11,6,1,1,2,2,-,13
S00160519,15,3,6,3,2,-,-,-,-,1,1
S00160520,51,11,4,11,11,1,-,1,-,2,17
S00160521,83,21,3,9,12,22,1,2,-,-,14
S00160522,27,12,-,10,1,2,-,-,-,-,3
S00160523,43,9,3,12,11,-,1,-,-,-,6
S00160524,77,31,2,16,11,5,-,-,1,-,9
S00160525,85,25,4,32,4,4,1,-,2,1,12
S00160526,88,28,7,10,14,12,1,-,1,1,15
S00160527,50,15,4,14,11,-,-,-,-,1,6
S00160528,71,16,9,11,12,6,1,-,-,-,15
S00160529,55,14,1,4,16,7,1,2,-,1,10
S00160530,115,41,3,29,19,6,1,2,1,2,14
S00160531,41,9,4,6,7,3,-,-,-,-,14
S00160532,44,16,8,5,6,4,-,-,-,-,6
S00160533,57,21,4,9,3,-,-,-,-,1,12
S00160534,41,15,3,9,2,2,-,1,1,-,8
S00160535,39,9,3,4,12,5,1,-,-,-,5
S00160536,27,4,2,4,8,2,-,-,-,1,6
S00160537,73,30,2,12,3,3,1,1,-,2,15
S00160538,38,11,4,5,10,3,-,-,-,-,6
S00160539,55,21,5,13,1,-,-,-,-,-,8
S00160540,23,3,8,2,-,1,-,-,2,-,8
S00160541,34,12,1,7,5,2,-,2,-,-,3
S00160542,45,24,1,5,10,2,-,2,-,4,4
S00160543,85,22,3,18,13,8,-,1,4,-,20
S00160544,30,8,1,9,-,-,-,1,-,-,6
S00160545,87,23,8,19,17,5,-,-,-,-,14
S00160546,38,6,5,4,8,1,1,-,-,2,10
S00160547,41,10,1,5,14,-,1,-,-,-,7
S00160548,31,9,3,1,7,2,-,-,1,-,10
S00160549,101,35,1,4,9,24,2,4,3,-,15
S00160550,44,14,-,6,15,1,-,-,2,-,5
S00160551,62,23,3,8,14,7,-,-,1,1,5
S00160552,62,22,2,13,14,4,-,-,-,-,4
S00160553,109,29,9,27,4,7,7,1,-,3,19
S00160554,61,16,4,15,11,4,1,-,1,1,11
S00160555,49,24,1,12,4,3,-,1,1,-,4
S00160556,77,26,6,12,12,5,-,4,-,-,16
S00160557,47,14,6,3,9,3,-,-,-,1,12
S00160558,49,9,1,7,9,3,1,-,-,-,14
S00160559,52,24,2,12,2,4,-,-,-,2,5
S00160560,46,12,1,17,2,6,3,-,-,-,5
S00160561,31,7,3,5,10,2,1,1,-,-,2
S00160562,23,7,2,6,-,-,-,-,-,-,7
S00160563,47,15,3,12,7,3,-,-,-,-,7
S00160564,50,20,5,7,3,-,2,1,-,-,7
S00160565,79,29,2,14,13,3,-,2,-,2,15
S00160566,92,31,7,23,10,5,1,-,2,-,15
S00160567,33,6,5,7,7,-,-,-,-,-,9
S00160568,37,14,3,6,3,3,-,-,-,1,5
S00160569,51,11,5,9,9,5,-,-,2,-,11
S00160570,62,25,4,10,6,1,-,-,1,-,14
S00160571,53,19,6,7,5,-,1,-,-,2,11
S00160572,35,12,5,9,4,3,-,1,-,-,2
S00160573,37,12,2,10,3,6,-,-,-,-,6
S00160574,84,35,6,23,5,1,-,-,-,3,7
S00160575,77,18,5,17,18,2,2,2,-,1,12
S00160576,47,15,1,13,6,2,-,-,2,-,7
S00160577,41,13,4,5,11,3,-,-,-,3,6
S00160578,45,10,8,5,10,2,2,-,-,-,10
S00160579,43,9,2,2,11,3,1,1,3,1,6
S00160580,49,17,4,16,6,1,-,-,2,-,5
S00160581,77,24,4,16,17,-,4,-,-,2,11
S00160582,43,13,1,4,5,6,1,-,-,-,9
S00160583,43,11,1,6,11,4,1,-,2,-,8
S00160584,57,15,8,11,12,2,-,1,-,-,8
S00160585,145,49,-,9,21,30,7,3,2,2,20
S00160586,33,6,-,5,12,1,-,2,-,-,9
S00160587,61,20,5,10,15,3,-,-,1,-,7
S00160588,45,20,1,9,4,-,1,2,1,1,2
S00160589,34,13,1,6,4,4,-,-,-,-,9
S00160590,47,17,2,10,5,-,-,-,-,1,9
S00160591,50,17,3,11,3,1,-,-,-,3,11
S00160592,102,40,2,10,11,16,3,-,1,-,14
S00160593,49,8,7,7,10,4,-,-,-,-,12
S00160594,55,16,3,3,11,7,-,-,1,-,13
S00160595,64,30,2,16,2,4,1,1,-,1,6
S00160596,40,6,8,7,3,4,1,2,-,-,8
S00160597,62,27,2,17,3,3,-,1,-,-,9
S00160598,90,37,1,17,3,2,1,4,4,3,17
S00160599,72,21,4,17,17,6,1,-,-,1,6
S00160600,26,12,1,2,1,1,1,-,-,-,7
S00160601,67,25,5,13,8,-,-,1,-,1,11
S00160602,30,6,1,10,5,4,-,-,-,-,5
S00160603,66,23,3,10,18,4,-,1,1,-,3
S00160604,29,8,2,4,3,6,-,-,-,-,6
S00160605,105,35,7,18,13,5,3,4,1,-,15
S00160606,87,30,2,22,15,4,3,-,1,2,13
S00160607,80,32,-,8,15,8,2,-,-,2,13
S00160608,37,9,4,8,7,5,2,-,-,-,3
S00160609,51,21,-,3,12,4,-,2,2,-,5
S00160610,63,9,5,8,15,6,2,-,3,3,13
S00160611,75,22,-,7,17,13,-,-,1,1,13
S00160612,37,8,5,6,6,3,-,-,2,-,8
S00160613,38,9,4,4,8,3,-,-,-,-,11
S00160614,52,18,2,9,4,5,-,4,-,1,5
